24106,05,11,19,22,29,02,12,"1,014,306,627",9,"7,381,712",160,"71,734","283,352,466",2024-09-11
24105,14,20,21,28,32,09,11,"1,064,900,749",2,"10,000,000",70,"217,870","281,222,334",2024-09-09
24104,01,04,09,13,17,06,09,"1,026,470,045",3,"10,000,000",105,"128,495","303,918,306",2024-09-07
24103,19,21,29,32,33,06,08,"1,003,149,772",5,"10,000,000",76,"183,185","285,358,461",2024-09-04
24102,01,05,09,14,20,05,11,"991,319,515",2,"10,000,000",150,"78,865","286,610,488",2024-09-02
24101,16,19,22,27,35,06,10,"960,205,928",0,0,63,"240,725","296,382,861",2024-08-31
24100,02,12,19,22,32,05,11,"894,146,459",6,"9,951,022",144,"89,979","278,077,493",2024-08-28
24099,04,10,24,31,35,05,08,"911,074,907",4,"10,000,000",36,"386,908","276,604,624",2024-08-26
24098,03,10,15,19,29,09,10,"904,522,393",6,"9,380,836",135,"88,093","298,358,972",2024-08-24
24097,07,11,12,14,19,02,08,"925,914,938",5,"10,000,000",76,"148,425","275,862,263",2024-08-21
24096,02,03,23,27,31,01,10,"928,765,335",5,"10,000,000",123,"110,523","274,611,467",2024-08-19
24095,01,07,19,26,27,03,05,"942,654,792",3,"10,000,000",98,"114,170","292,394,451",2024-08-17
24094,12,13,24,29,31,02,08,"921,004,006",6,"10,000,000",93,"149,808","268,381,009",2024-08-14
24093,16,24,26,28,29,08,12,"933,160,956",2,"10,000,000",73,"160,783","267,469,695",2024-08-12
24092,02,04,25,26,31,01,06,"896,954,081",2,"10,000,000",89,"161,478","291,452,049",2024-08-10
24091,01,08,11,17,21,01,02,"853,175,803",7,"9,748,244",99,"129,951","275,909,984",2024-08-07
24090,02,03,06,28,33,07,11,"871,435,470",6,"10,000,000",82,"180,349","272,808,891",2024-08-05
24089,05,06,29,30,34,07,08,"883,749,233",9,"7,163,757",127,"78,297","295,210,405",2024-08-03
24088,01,02,23,28,32,03,05,"936,027,719",1,"10,000,000",47,"283,766","275,758,279",2024-07-31
24087,07,10,20,28,34,05,10,"878,620,336",5,"9,672,418",75,"155,962","270,914,474",2024-07-29
24086,11,12,14,22,28,07,11,"894,351,076",4,"10,000,000",85,"144,025","289,812,124",2024-07-27
24085,02,09,16,29,35,01,06,"884,649,055",2,"10,000,000",133,"100,556","272,997,715",2024-07-24
24084,04,11,16,17,23,05,10,"843,256,869",7,"9,606,887",69,"179,261","273,725,306",2024-07-22
24083,09,11,12,13,30,07,09,"862,133,986",30,"5,386,805",230,"24,313","286,958,348",2024-07-20
24082,08,21,23,24,26,04,05,"1,063,036,331",3,"10,000,000",211,"69,411","267,432,531",2024-07-17
24081,14,15,25,27,34,01,10,"1,046,747,917",3,"10,000,000",80,"175,312","272,829,311",2024-07-15
24080,03,05,24,27,28,09,11,"1,020,105,408",3,"10,000,000",69,"220,379","291,094,012",2024-07-13
24079,03,08,17,18,23,06,11,"991,691,071",6,"9,403,336",158,"62,028","268,730,382",2024-07-10
24078,05,07,10,14,15,04,07,"1,008,923,164",6,"8,221,379",115,"87,283","268,900,803",2024-07-08
24077,01,03,25,26,29,06,12,"1,038,326,615",3,"10,000,000",89,"156,312","290,800,928",2024-07-06
24076,01,06,22,27,35,07,12,"1,020,815,446",5,"10,000,000",86,"125,651","267,258,235",2024-07-03
24075,08,17,26,28,32,01,10,"1,018,960,255",2,"10,000,000",71,"179,582","271,990,488",2024-07-01
24074,02,10,11,21,27,09,11,"982,548,557",5,"10,000,000",149,"89,477","299,903,507",2024-06-29
24073,07,09,12,21,23,05,09,"975,514,514",5,"10,000,000",144,"73,811","274,592,514",2024-06-26
24072,04,17,21,23,32,01,06,"983,268,734",0,0,50,"299,976","277,834,690",2024-06-24
24071,06,10,15,34,35,02,10,"915,626,816",1,"10,000,000",73,"208,366","299,309,419",2024-06-22
24070,04,20,21,32,34,02,09,"853,967,599",5,"10,000,000",71,"191,527","285,815,574",2024-06-19
24069,07,09,16,20,24,03,07,"861,827,970",4,"10,000,000",209,"46,671","283,229,251",2024-06-17
24068,15,20,31,32,33,05,10,"856,579,361",8,"8,633,190",93,"143,076","309,548,443",2024-06-15
24067,03,11,14,20,22,06,09,"887,419,662",6,"8,434,472",216,"44,822","284,089,108",2024-06-12
24066,13,19,20,24,25,06,07,"913,263,902",5,"10,000,000",153,"73,056","273,100,690",2024-06-10
24065,05,10,18,26,27,03,06,"921,687,696",11,"8,094,947",360,"41,325","309,719,434",2024-06-08
24064,05,12,21,32,33,08,09,"962,849,744",6,"10,000,000",121,"109,189","288,277,616",2024-06-05
24063,07,12,16,33,34,01,03,"973,735,264",10,"7,845,807",52,"290,678","292,831,289",2024-06-03
24062,05,14,15,16,33,03,05,"1,026,874,292",4,"10,000,000",78,"187,908","315,884,493",2024-06-01
24061,01,12,19,31,33,05,08,"1,010,655,904",2,"10,000,000",70,"191,462","299,445,616",2024-05-29
24060,03,21,25,28,30,01,12,"972,277,349",2,"10,000,000",67,"249,663","296,628,686",2024-05-27
24059,17,18,20,25,31,03,12,"931,975,708",2,"10,000,000",79,"210,693","324,880,212",2024-05-25
24058,06,10,13,20,32,01,02,"870,850,889",0,0,80,"194,302","309,602,010",2024-05-22
24057,09,25,30,33,34,03,09,"800,308,582",13,"8,286,191",64,"226,747","318,410,232",2024-05-20
24056,16,17,18,27,35,06,12,"843,912,893",6,"9,728,340",120,"109,224","336,018,142",2024-05-18
24055,07,17,22,30,34,05,07,"863,670,781",3,"10,000,000",62,"221,453","317,431,264",2024-05-15
24054,05,06,09,11,22,01,03,"832,891,427",5,"10,000,000",176,"76,457","320,575,371",2024-05-13
24053,01,07,19,20,35,03,09,"830,363,706",14,"7,105,231",293,"37,147","336,156,975",2024-05-11
24052,02,03,13,22,34,04,08,"889,972,405",3,"10,000,000",84,"167,577","310,107,521",2024-05-08
24051,05,21,22,23,29,01,02,"873,151,022",2,"10,000,000",84,"178,405","315,085,775",2024-05-06
24050,03,04,14,18,26,07,09,"815,223,578",5,"7,763,994",165,"68,402","317,239,170",2024-05-04
24049,04,06,09,10,22,01,08,"797,733,183",4,"7,782,365",92,"136,026","314,130,981",2024-05-01
24048,12,18,21,26,28,08,09,"778,092,485",6,"6,699,387",116,"95,120","334,634,953",2024-04-29
24047,11,19,21,26,35,10,11,"778,752,831",1,"10,000,000",140,"102,166","359,497,689",2024-04-27
24046,06,12,17,29,30,07,11,"719,960,457",21,"6,357,343",171,"68,859","339,369,342",2024-04-24
24045,09,10,14,31,32,03,08,"849,701,017",11,"7,959,250",245,"53,044","340,035,744",2024-04-22
24044,03,13,15,17,22,06,10,"899,843,309",7,"10,000,000",71,"234,449","363,290,238",2024-04-20
24043,03,04,08,14,27,05,07,"913,546,496",5,"10,000,000",93,"149,543","337,646,989",2024-04-17
24042,01,08,15,23,35,05,12,"922,909,347",3,"10,000,000",84,"207,584","347,841,577",2024-04-15
24041,06,08,14,16,28,03,05,"876,124,219",10,"9,149,915",166,"89,598","370,223,535",2024-04-13
24040,05,12,16,29,30,03,06,"907,166,367",7,"9,689,751",123,"114,513","350,033,896",2024-04-10
24039,03,10,11,20,22,06,10,"931,378,507",5,"10,000,000",133,"113,233","349,193,612",2024-04-08
24038,15,22,24,25,29,01,05,"911,253,520",7,"10,000,000",85,"209,195","364,876,225",2024-04-06
24037,17,19,20,29,35,07,11,"927,354,951",5,"10,000,000",62,"215,860","343,086,982",2024-04-03
24036,02,05,11,32,34,06,10,"918,965,535",5,"10,000,000",77,"203,395","353,073,460",2024-04-01
24035,05,13,17,29,33,05,12,"926,324,125",5,"10,000,000",85,"212,457","382,184,067",2024-03-30
24034,23,26,27,29,33,05,08,"912,961,631",5,"10,000,000",101,"135,025","359,904,179",2024-03-27
24033,04,08,10,11,15,07,09,"921,716,263",3,"10,000,000",93,"155,489","356,750,334",2024-03-25
24032,05,15,26,33,35,01,09,"891,308,931",4,"10,000,000",84,"196,472","390,395,258",2024-03-23
24031,09,12,15,30,34,05,06,"863,917,071",2,"10,000,000",63,"315,168","372,883,742",2024-03-20
24030,08,09,11,19,30,06,12,"802,701,826",5,"10,000,000",173,"76,092","368,415,603",2024-03-18
24029,04,19,24,28,34,04,05,"815,798,946",3,"8,132,033",108,"135,996","321,907,209",2024-03-16
24028,13,18,20,26,28,04,08,"793,751,297",7,"6,557,970",94,"114,840","290,304,264",2024-03-13
24027,08,09,16,22,23,07,09,"797,510,013",11,"6,990,402",130,"74,810","294,174,414",2024-03-11
24026,01,18,21,26,33,02,12,"855,790,631",2,"10,000,000",37,"460,501","309,482,982",2024-03-09
24025,01,02,08,18,27,04,08,"803,788,991",1,"10,000,000",161,"71,434","287,737,493",2024-03-06
24024,03,05,12,17,26,01,12,"755,385,807",3,"8,798,252",131,"92,413","288,745,840",2024-03-04
24023,08,10,12,14,22,05,09,"732,529,068",6,"7,312,943",120,"103,144","310,377,214",2024-03-02
24022,07,09,11,31,32,04,08,"722,283,851",5,"7,000,760",169,"51,763","285,993,558",2024-02-28
24021,01,12,16,20,28,07,09,"717,631,060",21,"5,982,202",101,"117,627","282,070,714",2024-02-26
24020,02,04,08,19,26,02,06,"878,719,861",4,"10,000,000",135,"84,829","294,279,472",2024-02-24
24019,19,20,26,29,30,03,04,"871,199,741",6,"8,217,484",130,"80,002","269,021,669",2024-02-21
24018,04,12,19,25,27,01,09,"900,623,260",6,"10,000,000",119,"117,921","298,212,980",2024-02-19
24017,03,07,25,27,35,01,04,"914,830,111",0,0,105,"181,062","347,010,224",2024-02-07
24016,15,18,25,27,29,06,11,"836,640,938",4,"10,000,000",89,"168,713","291,609,488",2024-02-05
24015,08,11,14,24,31,05,06,"832,704,686",15,"6,784,841",149,"73,321","293,435,107",2024-02-03
24014,04,05,16,21,31,09,11,"899,112,802",3,"10,000,000",108,"128,779","277,054,139",2024-01-31
24013,05,22,25,28,30,03,12,"867,748,199",10,"7,927,899",88,"126,216","273,865,726",2024-01-29
24012,21,22,25,26,34,01,09,"906,728,562",0,0,57,"311,796","302,400,695",2024-01-27
24011,01,03,27,32,34,01,07,"826,914,379",4,"10,000,000",53,"233,964","278,088,460",2024-01-24
24010,02,08,10,15,27,02,08,"823,023,678",8,"7,815,815",115,"80,040","277,288,880",2024-01-22
24009,15,18,19,24,26,05,09,"855,885,855",2,"10,000,000",129,"119,214","310,609,197",2024-01-20
24008,04,06,11,20,30,03,05,"813,246,230",6,"9,547,905",136,"84,867","290,297,440",2024-01-17
24007,04,05,28,34,35,04,11,"831,890,343",12,"7,361,176",174,"61,218","295,347,811",2024-01-15
24006,08,13,16,17,33,02,10,"881,907,619",6,"10,000,000",90,"140,208","317,993,801",2024-01-13
24005,03,05,07,09,12,05,08,"891,647,288",15,"6,259,584",310,"25,139","296,118,578",2024-01-10
24004,02,06,18,19,27,08,09,"966,373,900",10,"6,632,781",193,"45,844","293,740,320",2024-01-08
24003,07,09,12,23,29,01,02,"1,033,378,431",9,"7,766,564",195,"59,738","316,688,194",2024-01-06
24002,01,06,08,27,32,03,04,"1,075,477,263",7,"8,971,726",164,"67,883","287,934,747",2024-01-03
24001,03,09,17,26,35,02,07,"1,097,128,761",7,"8,913,873",102,"120,804","288,568,779",2024-01-01
23150,05,06,17,18,33,11,12,"1,123,526,131",4,"10,000,000",159,"91,893","314,687,875",2023-12-30
23149,01,16,17,21,29,01,06,"1,103,823,973",6,"9,555,249",95,"130,109","287,474,518",2023-12-27
23148,11,12,20,21,27,02,12,"1,124,396,080",6,"10,000,000",107,"110,336","288,709,459",2023-12-25
23147,06,07,19,33,34,03,08,"1,139,271,875",5,"10,000,000",72,"162,352","300,086,203",2023-12-23
23146,14,18,19,26,31,02,07,"1,149,841,281",5,"10,000,000",62,"209,503","283,511,398",2023-12-20
23145,06,10,12,32,33,06,07,"1,141,903,902",3,"10,000,000",87,"157,236","281,788,090",2023-12-18
23144,05,14,18,25,35,01,10,"1,134,916,198",5,"10,000,000",99,"149,256","305,447,538",2023-12-16
23143,09,20,23,29,33,02,10,"1,127,826,662",1,"10,000,000",94,"149,042","290,282,263",2023-12-13
23142,04,13,15,17,32,10,12,"1,083,472,753",5,"10,000,000",60,"283,757","294,429,085",2023-12-11
23141,04,22,25,30,31,04,05,"1,062,646,770",5,"10,000,000",81,"185,420","326,977,354",2023-12-09
23140,01,02,09,19,30,01,02,"1,043,730,972",6,"10,000,000",113,"129,633","311,212,097",2023-12-06
23139,15,16,25,31,34,05,09,"1,053,823,169",5,"10,000,000",59,"270,955","306,026,254",2023-12-04
23138,07,12,20,28,31,09,10,"1,063,005,170",2,"10,000,000",137,"104,704","330,230,586",2023-12-02
23137,04,19,21,30,31,06,12,"1,023,516,741",5,"10,000,000",79,"205,975","314,969,674",2023-11-29
23136,13,23,27,30,34,06,09,"1,020,724,605",4,"10,000,000",75,"209,832","324,906,521",2023-11-27
23135,05,18,22,28,29,09,12,"1,004,596,055",15,"6,929,543",104,"147,931","342,060,398",2023-11-25
23134,10,15,22,27,33,01,12,"1,094,743,541",5,"10,000,000",70,"259,476","326,277,594",2023-11-22
23133,10,18,25,28,33,05,11,"1,062,683,066",6,"8,695,944",164,"61,063","316,833,724",2023-11-20
23132,03,04,12,15,23,02,06,"1,084,953,129",4,"10,000,000",88,"193,088","335,031,221",2023-11-18
23131,03,07,21,22,24,06,07,"1,049,374,831",2,"10,000,000",157,"83,937","311,865,692",2023-11-15
23130,13,20,27,29,30,01,07,"1,023,653,096",3,"10,000,000",90,"163,618","307,985,223",2023-11-13
23129,09,23,25,27,33,06,12,"996,449,656",2,"10,000,000",101,"157,984","330,972,531",2023-11-11
23128,01,05,07,12,13,02,06,"951,297,118",4,"10,000,000",100,"152,691","304,299,864",2023-11-08
23127,04,07,08,18,19,02,06,"926,105,316",3,"10,000,000",126,"109,972","301,104,265",2023-11-06
23126,07,12,17,26,34,02,06,"901,877,084",13,"8,662,429",101,"177,906","333,657,269",2023-11-04
23125,07,25,26,29,32,02,08,"942,573,827",1,"10,000,000",67,"229,717","317,245,687",2023-11-01
23124,06,18,23,27,32,06,10,"891,019,556",2,"10,000,000",185,"51,836","308,575,993",2023-10-30
23123,02,14,16,28,30,02,07,"865,257,536",4,"10,000,000",128,"102,753","325,381,412",2023-10-28
23122,01,07,09,25,29,10,12,"852,345,166",3,"10,000,000",148,"86,604","302,656,130",2023-10-25
23121,05,11,15,23,33,01,09,"828,549,499",12,"8,513,200",94,"147,219","305,281,727",2023-10-23
23120,02,08,16,31,34,01,10,"864,940,795",2,"10,000,000",130,"148,794","318,242,674",2023-10-21
23119,04,08,10,14,21,04,10,"812,121,301",4,"10,000,000",106,"126,259","302,972,888",2023-10-18
23118,06,07,13,25,33,05,08,"800,852,861",8,"7,792,198",102,"91,286","298,333,764",2023-10-16
23117,05,07,15,18,20,03,04,"833,842,004",5,"10,000,000",110,"134,577","323,243,808",2023-10-14
23116,01,03,09,18,29,04,09,"814,561,510",7,"8,003,202",196,"38,117","300,369,085",2023-10-11
23115,07,10,23,31,34,02,10,"840,443,521",9,"7,616,663",177,"57,512","292,932,368",2023-10-09
23114,02,25,27,30,35,01,10,"877,911,008",3,"10,000,000",58,"339,994","324,479,019",2023-10-07
23113,06,08,30,32,33,03,10,"824,494,856",6,"9,413,555",143,"83,572","299,774,264",2023-09-30
23112,01,11,17,22,27,02,09,"843,710,765",4,"10,000,000",98,"138,141","294,348,984",2023-09-27
23111,03,12,15,28,35,02,12,"826,081,056",3,"9,178,567",168,"76,073","294,847,714",2023-09-25
23110,04,09,11,13,17,07,08,"799,033,238",3,"10,000,000",136,"105,043","316,886,671",2023-09-23
23109,01,12,21,22,31,02,09,"769,146,801",2,"9,999,751",106,"137,876","300,583,964",2023-09-20
23108,05,06,17,30,32,02,08,"734,949,392",5,"7,050,476",135,"88,715","301,547,351",2023-09-18
23107,01,12,15,16,18,03,10,"728,703,279",1,"10,000,000",80,"208,139","324,896,606",2023-09-16
23106,16,24,26,28,31,01,06,"663,727,794",0,0,44,"346,897","300,068,817",2023-09-13
23105,07,08,19,20,25,02,11,"594,852,807",26,"5,322,339",176,"66,865","294,104,641",2023-09-11
23104,06,15,16,32,33,08,10,"772,096,222",22,"6,310,674",133,"112,368","315,933,686",2023-09-09
23103,08,11,19,31,32,08,11,"920,553,793",6,"8,485,103",237,"40,103","294,563,981",2023-09-06
23102,02,04,07,16,33,07,11,"943,721,192",2,"10,000,000",69,"201,538","295,396,987",2023-09-04
23101,06,14,16,17,28,07,10,"893,838,614",4,"10,000,000",94,"142,203","315,967,170",2023-09-02
23100,04,06,13,19,35,09,11,"888,328,938",1,"10,000,000",54,"283,431","286,977,321",2023-08-30
23099,09,11,13,22,23,06,07,"830,398,089",17,"6,065,668",176,"44,674","282,172,880",2023-08-28
23098,02,07,15,30,34,05,09,"933,433,567",6,"9,391,734",75,"192,083","304,752,327",2023-08-26
23097,06,07,18,20,22,03,09,"958,839,854",6,"10,000,000",85,"137,779","283,734,165",2023-08-23
23096,06,07,14,21,31,03,10,"966,376,074",1,"10,000,000",89,"164,626","282,075,812",2023-08-21
23095,08,19,28,32,34,03,07,"915,556,976",1,"10,000,000",75,"179,885","307,851,614",2023-08-19
23094,12,19,22,28,32,08,12,"867,355,969",1,"10,000,000",102,"135,725","285,551,526",2023-08-16
23093,11,14,17,19,21,01,05,"816,338,505",4,"7,978,094",81,"163,503","286,169,239",2023-08-14
23092,03,16,21,26,32,03,12,"795,974,256",3,"10,000,000",126,"124,472","306,558,540",2023-08-12
23091,06,16,18,28,29,07,11,"755,893,826",7,"6,453,360",164,"65,846","289,311,919",2023-08-09
23090,08,11,12,19,35,11,12,"762,647,025",28,"5,993,406",199,"53,508","280,933,706",2023-08-07
23089,03,12,20,26,35,02,12,"904,845,174",4,"10,000,000",90,"163,975","306,682,199",2023-08-05
23088,08,14,16,22,24,09,12,"871,592,817",7,"9,324,634",79,"176,397","287,409,545",2023-08-02
23087,03,04,16,19,24,04,05,"895,827,940",2,"10,000,000",114,"101,954","286,062,808",2023-07-31
23086,03,11,15,20,35,07,11,"864,979,868",6,"10,000,000",54,"313,987","311,653,031",2023-07-29
23085,11,12,26,31,35,05,07,"862,163,415",0,0,72,"165,469","293,963,316",2023-07-26
23084,03,05,08,24,32,07,08,"809,598,279",3,"8,187,716",111,"100,937","290,429,825",2023-07-24
23083,13,15,21,25,32,09,10,"790,074,141",8,"8,765,209",71,"227,041","317,082,009",2023-07-22
23082,02,08,09,15,20,03,09,"827,085,116",5,"9,527,865",167,"53,347","299,141,777",2023-07-19
23081,05,06,23,28,35,07,10,"841,378,608",13,"7,201,205",140,"79,676","293,496,142",2023-07-17
23080,01,02,09,16,30,01,11,"899,395,410",2,"10,000,000",130,"113,278","319,156,762",2023-07-15
23079,06,08,26,29,34,05,08,"860,725,831",5,"10,000,000",72,"180,335","297,882,990",2023-07-12
23078,02,03,06,26,27,07,08,"846,788,540",8,"8,140,301",124,"87,196","290,049,087",2023-07-10
23077,05,16,18,26,35,03,06,"880,499,424",13,"7,106,555",108,"113,314","310,865,876",2023-07-08
23076,08,09,11,26,34,02,07,"948,501,277",3,"10,000,000",100,"132,704","299,341,312",2023-07-05
23075,07,17,20,23,32,05,11,"917,148,171",9,"7,321,734",172,"57,997","291,887,672",2023-07-03
23074,03,13,22,29,34,02,09,"959,326,220",4,"10,000,000",85,"183,380","317,553,672",2023-07-01
23073,15,25,28,30,35,08,10,"940,619,193",4,"10,000,000",151,"77,162","300,986,764",2023-06-28
23072,05,06,09,11,14,02,04,"932,426,488",3,"10,000,000",123,"103,431","303,438,691",2023-06-26
23071,02,11,12,32,34,10,12,"901,185,515",4,"10,000,000",194,"72,403","317,016,133",2023-06-24
23070,10,26,29,32,33,03,11,"896,500,868",7,"10,000,000",101,"134,258","299,252,381",2023-06-21
23069,08,20,21,25,32,05,07,"908,523,228",2,"10,000,000",134,"97,277","295,437,282",2023-06-19
23068,21,22,24,27,31,07,08,"874,858,099",7,"10,000,000",76,"193,650","323,126,932",2023-06-17
23067,02,28,30,33,35,02,10,"877,298,737",2,"10,000,000",173,"67,865","306,580,086",2023-06-14
23066,06,11,13,30,32,01,03,"846,071,268",3,"10,000,000",93,"183,571","311,912,224",2023-06-12
23065,08,14,16,21,25,03,12,"807,401,652",1,"10,000,000",223,"76,578","326,869,150",2023-06-10
23064,02,06,09,31,32,03,07,"747,516,040",8,"6,313,601",201,"46,580","306,244,331",2023-06-07
23063,04,18,29,31,34,06,09,"758,945,368",6,"6,757,853",91,"129,591","302,254,758",2023-06-05
23062,06,08,22,24,30,01,08,"758,202,286",6,"7,027,511",146,"97,706","326,064,748",2023-06-03
